animal_id	animal_type	animal_breed	month	year	census_tract	council_district	intake_type	intake_date	outcome_type	outcome_date	chip_status	animal_origin
1310	DOG	LABRADOR RETR	DEC	2016	20500	6	OWNER SURRENDER	12/17/2016	ADOPTION	12/19/2016	SCAN NO CHIP	OVER THE COUNTER
1311	DOG	CHIHUAHUA LH	APR	2017	20500	6	STRAY	4/29/2017	TRANSFER	5/3/2017	SCAN NO CHIP	OVER THE COUNTER
1312	DOG	COLLIE SMOOTH	JUN	2017	12100	7	CONFISCATED	6/2/2017	EUTHANIZED	6/12/2017	SCAN NO CHIP	FIELD
1313	DOG	PIT BULL	AUG	2017	31704	12	STRAY	8/1/2017	MISSING	8/1/2017	SCAN NO CHIP	FIELD
1314	DOG	GERM SHEPHERD	APR	2017	75209	9	FOUND REPORT	4/17/2017	FOUND REPORT	4/20/2017	UNABLE TO SCAN	OVER THE COUNTER
1315	DOG	PIT BULL	DEC	2016	2702	7	STRAY	12/26/2016	EUTHANIZED	1/4/2017	SCAN NO CHIP	FIELD
1316	CAT	DOMESTIC SH	OCT	2016	6301	4	FOSTER	10/4/2016	ADOPTION	10/5/2016	SCAN NO CHIP	OVER THE COUNTER
1317	DOG	BEAGLE	FEB	2017	20500	6	STRAY	2/17/2017	RETURNED TO OWNER	2/20/2017	SCAN CHIP	OVER THE COUNTER
1318	DOG	LABRADOR RETR	JUL	2017	6501	3	OWNER SURRENDER	7/3/2017	ADOPTION	7/6/2017	SCAN NO CHIP	OVER THE COUNTER
1319	DOG	CAIRN TERRIER	AUG	2017	12601	9	OWNER SURRENDER	8/5/2017	TRANSFER	8/5/2017	SCAN NO CHIP	OVER THE COUNTER
1320	DOG	AUST CATTLE DOG	MAR	2017	9802	2	STRAY	3/3/2017	RETURNED TO OWNER	3/5/2017	SCAN NO CHIP	SWEEP
1321	CAT	AMER SH	JUL	2017	9201	5	STRAY	7/24/2017	EUTHANIZED	7/24/2017	SCAN NO CHIP	FIELD
1322	DOG	RHOD RIDGEBACK	OCT	2016	8801	4	STRAY	10/5/2016	ADOPTION	10/13/2016	SCAN NO CHIP	FIELD
1323	DOG	PIT BULL	MAR	2017	17102	8	OWNER SURRENDER	3/13/2017	EUTHANIZED	3/13/2017	SCAN CHIP	OVER THE COUNTER
1324	DOG	PIT BULL	JUL	2017	9202	5	STRAY	7/30/2017	RETURNED TO OWNER	8/1/2017	SCAN NO CHIP	SWEEP
1325	DOG	PIT BULL	DEC	2016	11001	3	STRAY	12/22/2016	ADOPTION	12/27/2016	SCAN NO CHIP	OVER THE COUNTER
1326	DOG	LABRADOR RETR	FEB	2017	3700	7	STRAY	2/11/2017	TRANSFER	2/27/2017	SCAN CHIP	FIELD
1327	DOG	RAT TERRIER	SEP	2017	12207	7	STRAY	9/12/2017	ADOPTION	9/18/2017	SCAN NO CHIP	FIELD
1328	CAT	DOMESTIC SH	APR	2017	11800	5	STRAY	4/12/2017	EUTHANIZED	4/13/2017	SCAN NO CHIP	FIELD
1329	DOG	GREAT PYRENEES	SEP	2017	4300	6	LOST REPORT	9/27/2017	OTHER	NA	SCAN NO CHIP	OVER THE COUNTER
1330	DOG	GERM SHEPHERD	JUN	2017	5902	4	STRAY	6/15/2017	EUTHANIZED	6/19/2017	SCAN NO CHIP	FIELD
1331	DOG	BORDER TERRIER	JUN	2017	3901	7	STRAY	6/4/2017	TRANSFER	6/8/2017	SCAN NO CHIP	FIELD
1332	DOG	BEAGLE	SEP	2017	16301	3	CONFISCATED	9/5/2017	RETURNED TO OWNER	9/14/2017	SCAN NO CHIP	OVER THE COUNTER
1333	DOG	CHIHUAHUA SH	JUL	2017	5400	4	STRAY	7/3/2017	RETURNED TO OWNER	7/3/2017	SCAN NO CHIP	SWEEP
1334	DOG	PIT BULL	OCT	2016	8400	5	OWNER SURRENDER	10/26/2016	EUTHANIZED	10/27/2016	SCAN NO CHIP	FIELD
1335	DOG	PIT BULL	OCT	2016	4300	6	OWNER SURRENDER	10/22/2016	ADOPTION	11/9/2016	SCAN CHIP	OVER THE COUNTER
1336	DOG	PIT BULL	APR	2017	11002	4	OWNER SURRENDER	4/24/2017	EUTHANIZED	5/4/2017	SCAN NO CHIP	OVER THE COUNTER
1337	DOG	PIT BULL	JAN	2017	10701	3	OWNER SURRENDER	1/19/2017	ADOPTION	1/21/2017	SCAN CHIP	OVER THE COUNTER
1338	DOG	PIT BULL	AUG	2017	3902	7	STRAY	8/17/2017	ADOPTION	8/25/2017	SCAN NO CHIP	FIELD
1339	DOG	BORDER COLLIE	OCT	2016	11401	8	STRAY	10/29/2016	ADOPTION	11/21/2016	SCAN NO CHIP	OVER THE COUNTER
1340	CAT	DOMESTIC SH	SEP	2017	4300	6	STRAY	9/7/2017	EUTHANIZED	9/7/2017	UNABLE TO SCAN	FIELD
1341	CAT	DOMESTIC SH	NOV	2016	21636	12	CONFISCATED	11/1/2016	RETURNED TO OWNER	11/9/2016	SCAN CHIP	FIELD
1342	DOG	GERM SHEPHERD	DEC	2016	8701	4	STRAY	12/9/2016	ADOPTION	12/22/2016	SCAN NO CHIP	FIELD
1343	DOG	GERM SHEPHERD	OCT	2016	7809	9	OWNER SURRENDER	10/31/2016	ADOPTION	11/9/2016	SCAN CHIP	OVER THE COUNTER
1344	CAT	DOMESTIC SH	OCT	2016	19018	10	OWNER SURRENDER	10/12/2016	EUTHANIZED	10/24/2016	SCAN NO CHIP	OVER THE COUNTER
1345	DOG	SHIH TZU	JUL	2017	20500	6	OWNER SURRENDER	7/20/2017	TRANSFER	7/23/2017	SCAN CHIP	OVER THE COUNTER
1346	DOG	PARSON RUSS TER	SEP	2017	4700	1	STRAY	9/2/2017	ADOPTION	9/6/2017	SCAN NO CHIP	OVER THE COUNTER
1347	DOG	CHINESE SHARPEI	AUG	2017	11900	5	STRAY	8/29/2017	TRANSFER	9/11/2017	SCAN NO CHIP	FIELD
1348	DOG	STAFFORDSHIRE	MAR	2017	2500	2	STRAY	3/24/2017	RETURNED TO OWNER	3/25/2017	SCAN CHIP	SWEEP
1349	DOG	CAIRN TERRIER	NOV	2016	9303	5	STRAY	11/19/2016	TRANSFER	12/5/2016	SCAN NO CHIP	FIELD
1350	DOG	COCKER SPAN	DEC	2016	12100	7	STRAY	12/10/2016	ADOPTION	12/17/2016	SCAN NO CHIP	FIELD
1351	DOG	LABRADOR RETR	FEB	2017	9202	5	STRAY	2/4/2017	TRANSFER	2/4/2017	SCAN NO CHIP	SWEEP
1352	DOG	GERM SHEPHERD	AUG	2017	10101	6	STRAY	8/8/2017	ADOPTION	8/15/2017	SCAN NO CHIP	SWEEP
1353	CAT	DOMESTIC SH	JUL	2017	8802	4	STRAY	7/19/2017	EUTHANIZED	7/19/2017	SCAN NO CHIP	OVER THE COUNTER
1354	DOG	LABRADOR RETR	OCT	2016	4900	4	STRAY	10/17/2016	EUTHANIZED	10/21/2016	UNABLE TO SCAN	FIELD
1355	DOG	POODLE MIN	MAY	2017	20500	6	OWNER SURRENDER	5/26/2017	TRANSFER	6/5/2017	SCAN CHIP	OVER THE COUNTER
1356	DOG	CHIHUAHUA SH	FEB	2017	17004	8	STRAY	2/10/2017	ADOPTION	2/15/2017	SCAN NO CHIP	OVER THE COUNTER
1357	DOG	PIT BULL	SEP	2017	20400	2	CONFISCATED	9/6/2017	TRANSFER	9/6/2017	SCAN NO CHIP	FIELD
1358	CAT	DOMESTIC SH	JUL	2017	9201	5	STRAY	7/1/2017	ADOPTION	7/12/2017	SCAN NO CHIP	OVER THE COUNTER
1359	DOG	CHIHUAHUA SH	AUG	2017	5901	4	STRAY	8/7/2017	RETURNED TO OWNER	8/7/2017	SCAN NO CHIP	SWEEP
1360	WILDLIFE	BAT	NOV	2016	11601	8	WILDLIFE	11/30/2016	EUTHANIZED	12/1/2016	SCAN NO CHIP	FIELD
1361	DOG	STAFFORDSHIRE	DEC	2016	7102	2	STRAY	12/16/2016	EUTHANIZED	12/20/2016	SCAN NO CHIP	OVER THE COUNTER
1362	CAT	DOMESTIC SH	DEC	2016	10903	3	OWNER SURRENDER	12/23/2016	TRANSFER	12/31/2016	SCAN NO CHIP	OVER THE COUNTER
1363	DOG	AMERICAN STAFF	FEB	2017	16510	3	STRAY	2/23/2017	RETURNED TO OWNER	3/10/2017	SCAN NO CHIP	FIELD
1364	DOG	PIT BULL	DEC	2016	5200	1	STRAY	12/8/2016	ADOPTION	1/11/2017	SCAN NO CHIP	OVER THE COUNTER
1365	DOG	PIT BULL	SEP	2017	20400	2	CONFISCATED	9/1/2017	TRANSFER	9/1/2017	SCAN NO CHIP	FIELD
1366	DOG	MALTESE	FEB	2017	75214	14	LOST REPORT	2/9/2017	LOST REPORT	2/20/2017	UNABLE TO SCAN	OVER THE COUNTER
1367	CAT	DOMESTIC SH	AUG	2017	19034	10	STRAY	8/25/2017	FOSTER	8/25/2017	SCAN NO CHIP	FIELD
1368	DOG	PIT BULL	OCT	2016	3700	7	STRAY	10/16/2016	RETURNED TO OWNER	10/26/2016	SCAN NO CHIP	FIELD
1369	DOG	GERM SHEPHERD	AUG	2017	12000	7	OWNER SURRENDER	8/15/2017	ADOPTION	8/19/2017	SCAN NO CHIP	FIELD
1370	DOG	TR WALKER HOUND	AUG	2017	10601	6	STRAY	8/14/2017	RETURNED TO OWNER	8/14/2017	SCAN NO CHIP	SWEEP
1371	DOG	LABRADOR RETR	JUL	2017	9202	5	STRAY	7/30/2017	RETURNED TO OWNER	8/9/2017	SCAN NO CHIP	SWEEP
1372	DOG	RAT TERRIER	NOV	2016	9401	6	STRAY	11/29/2016	ADOPTION	12/9/2016	SCAN NO CHIP	OVER THE COUNTER
1373	CAT	DOMESTIC SH	JUN	2017	9101	5	OWNER SURRENDER	6/14/2017	EUTHANIZED	6/18/2017	SCAN NO CHIP	FIELD
1374	CAT	DOMESTIC SH	MAY	2017	6800	1	STRAY	5/21/2017	DEAD ON ARRIVAL	5/21/2017	SCAN NO CHIP	OVER THE COUNTER
1375	DOG	VIZSLA	JUL	2017	1504	2	STRAY	7/13/2017	EUTHANIZED	7/13/2017	SCAN NO CHIP	FIELD
1376	DOG	POMERANIAN	JUL	2017	5902	4	STRAY	7/8/2017	TRANSFER	7/12/2017	SCAN NO CHIP	FIELD
1377	DOG	GERM SHEPHERD	MAY	2017	10701	6	STRAY	5/15/2017	RETURNED TO OWNER	5/15/2017	SCAN CHIP	SWEEP
1378	DOG	PIT BULL	APR	2017	9105	5	STRAY	4/20/2017	ADOPTION	5/1/2017	SCAN NO CHIP	FIELD
1379	DOG	GERM SHEPHERD	MAY	2017	20500	6	STRAY	5/30/2017	ADOPTION	6/8/2017	SCAN NO CHIP	OVER THE COUNTER
1380	DOG	YORKSHIRE TERR	JUL	2017	9802	2	LOST REPORT	7/9/2017	LOST REPORT	7/20/2017	UNABLE TO SCAN	OVER THE COUNTER
1381	DOG	AKITA	FEB	2017	11800	5	STRAY	2/5/2017	TRANSFER	2/10/2017	SCAN NO CHIP	FIELD
1382	DOG	AM PIT BULL TER	MAR	2017	9000	5	STRAY	3/15/2017	EUTHANIZED	3/21/2017	SCAN NO CHIP	FIELD
1383	DOG	BOXER	APR	2017	11401	8	STRAY	4/10/2017	ADOPTION	4/16/2017	SCAN NO CHIP	OVER THE COUNTER
1384	DOG	CHIHUAHUA SH	JAN	2017	7912	14	STRAY	1/23/2017	ADOPTION	2/5/2017	SCAN NO CHIP	OVER THE COUNTER
1385	CAT	DOMESTIC SH	MAY	2017	6501	1	STRAY	5/17/2017	EUTHANIZED	5/17/2017	SCAN NO CHIP	OVER THE COUNTER
1386	DOG	LABRADOR RETR	DEC	2016	8604	4	STRAY	12/27/2016	TRANSFER	1/10/2017	SCAN NO CHIP	SWEEP
1387	CAT	DOMESTIC SH	JUN	2017	19019	10	STRAY	6/10/2017	EUTHANIZED	6/10/2017	SCAN NO CHIP	FIELD
1388	DOG	PIT BULL	MAR	2017	11800	5	STRAY	3/1/2017	RETURNED TO OWNER	3/1/2017	SCAN NO CHIP	FIELD
1389	DOG	PIT BULL	NOV	2016	11602	8	STRAY	11/1/2016	EUTHANIZED	11/16/2016	SCAN NO CHIP	OVER THE COUNTER
1390	DOG	CHIHUAHUA SH	JUL	2017	5600	4	STRAY	7/7/2017	ADOPTION	7/12/2017	SCAN NO CHIP	OVER THE COUNTER
1391	DOG	ROTTWEILER	JUN	2017	10500	6	STRAY	6/12/2017	TRANSFER	6/23/2017	SCAN NO CHIP	SWEEP
1392	DOG	PIT BULL	DEC	2016	401	2	STRAY	12/10/2016	RETURNED TO OWNER	12/16/2016	SCAN NO CHIP	FIELD
1393	DOG	AMER BULLDOG	JUN	2017	5300	1	OWNER SURRENDER	6/24/2017	EUTHANIZED	6/24/2017	SCAN NO CHIP	OVER THE COUNTER
1394	CAT	DOMESTIC SH	JUL	2017	13618	12	FOSTER	7/1/2017	ADOPTION	7/2/2017	SCAN NO CHIP	OVER THE COUNTER
1395	DOG	BOXER	DEC	2016	20500	6	STRAY	12/4/2016	TRANSFER	12/20/2016	SCAN NO CHIP	OVER THE COUNTER
1396	WILDLIFE	BAT	JUN	2017	11300	3	WILDLIFE	6/4/2017	WILDLIFE	6/4/2017	UNABLE TO SCAN	FIELD
1397	DOG	GERM SHEPHERD	JUN	2017	10801	3	OWNER SURRENDER	6/20/2017	ADOPTION	6/24/2017	SCAN CHIP	OVER THE COUNTER
1398	DOG	PIT BULL	APR	2017	20500	6	OWNER SURRENDER	4/8/2017	RETURNED TO OWNER	4/13/2017	SCAN NO CHIP	OVER THE COUNTER
1399	CAT	DOMESTIC SH	MAY	2017	20500	6	FOSTER	5/30/2017	ADOPTION	6/8/2017	SCAN NO CHIP	OVER THE COUNTER
1400	CAT	DOMESTIC SH	OCT	2016	16520	3	STRAY	10/28/2016	EUTHANIZED	10/28/2016	SCAN NO CHIP	FIELD
1401	DOG	ROTTWEILER	OCT	2016	20500	6	STRAY	10/24/2016	EUTHANIZED	10/28/2016	SCAN NO CHIP	FIELD
1402	CAT	DOMESTIC SH	OCT	2016	8100	9	STRAY	10/30/2016	TRANSFER	11/3/2016	UNABLE TO SCAN	OVER THE COUNTER
1403	DOG	CHIHUAHUA SH	FEB	2017	7821	13	OWNER SURRENDER	2/16/2017	ADOPTION	2/19/2017	SCAN NO CHIP	FIELD
1404	DOG	BASENJI	NOV	2016	20400	2	STRAY	11/18/2016	TRANSFER	11/22/2016	SCAN NO CHIP	OVER THE COUNTER
1405	DOG	PIT BULL	MAY	2017	6301	4	OWNER SURRENDER	5/19/2017	ADOPTION	5/31/2017	SCAN NO CHIP	OVER THE COUNTER
1406	CAT	DOMESTIC SH	APR	2017	12400	9	STRAY	4/26/2017	TRANSFER	5/4/2017	UNABLE TO SCAN	OVER THE COUNTER
1407	DOG	GERM SHEPHERD	JUL	2017	2701	7	OWNER SURRENDER	7/7/2017	EUTHANIZED	7/7/2017	SCAN NO CHIP	SWEEP
1408	DOG	PIT BULL	OCT	2016	11401	8	CONFISCATED	10/25/2016	DEAD ON ARRIVAL	10/26/2016	SCAN NO CHIP	FIELD
1409	DOG	POODLE MIN	JUN	2017	6502	1	OWNER SURRENDER	6/11/2017	TRANSFER	6/15/2017	SCAN NO CHIP	FIELD
1410	CAT	DOMESTIC SH	OCT	2016	16605	8	STRAY	10/2/2016	TRANSFER	10/7/2016	SCAN NO CHIP	OVER THE COUNTER
1411	DOG	LABRADOR RETR	FEB	2017	6700	3	STRAY	2/8/2017	TRANSFER	2/13/2017	SCAN NO CHIP	OVER THE COUNTER
1412	DOG	PIT BULL	JAN	2017	6501	1	STRAY	1/28/2017	EUTHANIZED	2/7/2017	SCAN CHIP	OVER THE COUNTER
1413	DOG	CAIRN TERRIER	OCT	2016	21635	12	OWNER SURRENDER	10/15/2016	ADOPTION	10/15/2016	SCAN CHIP	OVER THE COUNTER
1414	DOG	GERM SHEPHERD	MAY	2017	10803	3	STRAY	5/15/2017	ADOPTION	6/5/2017	SCAN NO CHIP	OVER THE COUNTER
1415	DOG	LABRADOR RETR	MAR	2017	12302	7	STRAY	3/15/2017	ADOPTION	3/20/2017	SCAN NO CHIP	OVER THE COUNTER
1416	CAT	DOMESTIC SH	MAR	2017	10601	6	OWNER SURRENDER	3/30/2017	ADOPTION	3/31/2017	SCAN CHIP	OVER THE COUNTER
1417	DOG	CHIHUAHUA SH	AUG	2017	4100	4	STRAY	8/10/2017	EUTHANIZED	8/14/2017	SCAN NO CHIP	FIELD
1418	CAT	DOMESTIC SH	OCT	2016	12601	9	STRAY	10/31/2016	EUTHANIZED	11/18/2016	SCAN NO CHIP	FIELD
1419	DOG	YORKSHIRE TERR	APR	2017	8400	7	STRAY	4/22/2017	TRANSFER	4/26/2017	SCAN NO CHIP	SWEEP
1420	DOG	AUST CATTLE DOG	OCT	2016	10102	6	STRAY	10/19/2016	RETURNED TO OWNER	10/21/2016	SCAN NO CHIP	SWEEP
1421	DOG	BOXER	JAN	2017	5300	1	OWNER SURRENDER	1/26/2017	TRANSFER	1/27/2017	SCAN CHIP	OVER THE COUNTER
1422	DOG	GERM SHEPHERD	NOV	2016	10500	6	STRAY	11/10/2016	ADOPTION	11/21/2016	SCAN NO CHIP	OVER THE COUNTER
1423	DOG	CAVALIER SPAN	OCT	2016	5500	4	STRAY	10/5/2016	ADOPTION	10/10/2016	SCAN NO CHIP	SWEEP
1424	DOG	CHIHUAHUA SH	APR	2017	12301	7	STRAY	4/15/2017	EUTHANIZED	4/17/2017	SCAN NO CHIP	FIELD
1425	DOG	PIT BULL	JUL	2017	8500	5	STRAY	7/23/2017	FOSTER	7/27/2017	SCAN NO CHIP	FIELD
1426	DOG	CATAHOULA	MAY	2017	6001	4	STRAY	5/16/2017	ADOPTION	5/27/2017	SCAN NO CHIP	OVER THE COUNTER
1427	DOG	PIT BULL	AUG	2017	500	2	OWNER SURRENDER	8/31/2017	EUTHANIZED	9/2/2017	SCAN CHIP	OVER THE COUNTER
1428	DOG	GREAT DANE	JUL	2017	20500	6	OWNER SURRENDER	7/1/2017	EUTHANIZED	7/16/2017	SCAN CHIP	OVER THE COUNTER
1429	CAT	DOMESTIC SH	AUG	2017	7902	9	STRAY	8/23/2017	EUTHANIZED	8/30/2017	SCAN NO CHIP	FIELD
1430	DOG	LABRADOR RETR	OCT	2016	10701	6	STRAY	10/13/2016	ADOPTION	10/29/2016	SCAN NO CHIP	FIELD
1431	DOG	PIT BULL	JAN	2017	2702	7	STRAY	1/22/2017	TRANSFER	1/24/2017	SCAN NO CHIP	FIELD
1432	DOG	GERM SHEPHERD	MAY	2017	16701	8	CONFISCATED	5/6/2017	RETURNED TO OWNER	5/17/2017	SCAN NO CHIP	FIELD
1433	DOG	YORKSHIRE TERR	DEC	2016	9301	5	STRAY	12/9/2016	ADOPTION	12/13/2016	SCAN NO CHIP	FIELD
1434	DOG	YORKSHIRE TERR	MAR	2017	9201	5	STRAY	3/31/2017	RETURNED TO OWNER	4/1/2017	SCAN CHIP	FIELD
1435	BIRD	BLUEBIRD	MAY	2017	7825	10	WILDLIFE	5/22/2017	WILDLIFE	5/23/2017	SCAN NO CHIP	FIELD
1436	DOG	CAIRN TERRIER	AUG	2017	6200	4	STRAY	8/5/2017	RETURNED TO OWNER	8/5/2017	SCAN NO CHIP	SWEEP
1437	CAT	DOMESTIC SH	NOV	2016	31709	12	FOSTER	11/11/2016	TRANSFER	11/15/2016	SCAN NO CHIP	OVER THE COUNTER
1438	DOG	ALASKAN HUSKY	MAR	2017	5300	1	STRAY	3/29/2017	ADOPTION	4/9/2017	SCAN NO CHIP	FIELD
1439	DOG	GERM SHEPHERD	JAN	2017	8704	4	STRAY	1/13/2017	RETURNED TO OWNER	1/20/2017	SCAN NO CHIP	FIELD
1440	DOG	DACHSHUND	APR	2017	4201	1	STRAY	4/9/2017	ADOPTION	4/15/2017	SCAN NO CHIP	OVER THE COUNTER
1441	CAT	DOMESTIC SH	SEP	2017	20400	2	CONFISCATED	9/6/2017	TRANSFER	9/6/2017	SCAN NO CHIP	FIELD
1442	DOG	LABRADOR RETR	MAR	2017	5300	1	STRAY	3/17/2017	RETURNED TO OWNER	3/20/2017	SCAN NO CHIP	OVER THE COUNTER
1443	DOG	COLLIE SMOOTH	JAN	2017	11500	7	STRAY	1/7/2017	ADOPTION	1/18/2017	SCAN NO CHIP	FIELD
1444	DOG	PIT BULL	MAR	2017	8701	4	STRAY	3/24/2017	ADOPTION	3/31/2017	SCAN NO CHIP	FIELD
1445	DOG	GERM SHEPHERD	DEC	2016	8704	4	STRAY	12/9/2016	RETURNED TO OWNER	12/9/2016	SCAN NO CHIP	FIELD
1446	CAT	DOMESTIC SH	AUG	2017	19035	10	STRAY	8/10/2017	EUTHANIZED	8/22/2017	SCAN NO CHIP	FIELD
1447	DOG	GERM SHEPHERD	FEB	2017	11701	5	STRAY	2/11/2017	EUTHANIZED	2/11/2017	SCAN NO CHIP	OVER THE COUNTER
1448	DOG	CHIHUAHUA SH	NOV	2016	8500	5	STRAY	11/29/2016	EUTHANIZED	11/29/2016	SCAN NO CHIP	FIELD
1449	DOG	GERM SHEPHERD	MAY	2017	75228	28	FOUND REPORT	5/11/2017	FOUND REPORT	6/22/2017	UNABLE TO SCAN	OVER THE COUNTER
1450	DOG	PIT BULL	JAN	2017	20500	6	STRAY	1/17/2017	TRANSFER	1/25/2017	SCAN NO CHIP	OVER THE COUNTER
1451	DOG	PIT BULL	APR	2017	11104	8	OWNER SURRENDER	4/27/2017	ADOPTION	5/11/2017	SCAN NO CHIP	SWEEP
1452	DOG	AUST CATTLE DOG	DEC	2016	8500	5	STRAY	12/15/2016	ADOPTION	12/28/2016	SCAN CHIP	OVER THE COUNTER
1453	CAT	DOMESTIC SH	AUG	2017	9104	5	STRAY	8/26/2017	TRANSFER	9/3/2017	SCAN NO CHIP	FIELD
1454	DOG	LABRADOR RETR	APR	2017	17102	8	STRAY	4/23/2017	ADOPTION	4/27/2017	SCAN NO CHIP	OVER THE COUNTER
1455	DOG	PIT BULL	DEC	2016	16520	3	STRAY	12/10/2016	EUTHANIZED	12/14/2016	SCAN NO CHIP	FIELD
1456	DOG	AUST CATTLE DOG	NOV	2016	7818	13	STRAY	11/4/2016	ADOPTION	11/22/2016	SCAN CHIP	FIELD
1457	DOG	ROTTWEILER	NOV	2016	10801	3	STRAY	11/29/2016	RETURNED TO OWNER	11/30/2016	SCAN NO CHIP	FIELD
1458	DOG	CHIHUAHUA SH	AUG	2017	11701	5	STRAY	8/5/2017	RETURNED TO OWNER	8/5/2017	SCAN NO CHIP	SWEEP
1459	CAT	DOMESTIC SH	APR	2017	5400	4	OWNER SURRENDER	4/13/2017	ADOPTION	4/28/2017	SCAN NO CHIP	FIELD
1460	DOG	CAIRN TERRIER	DEC	2016	6001	4	OWNER SURRENDER	12/7/2016	TRANSFER	12/8/2016	SCAN NO CHIP	OVER THE COUNTER
1461	DOG	CAIRN TERRIER	OCT	2016	9304	8	STRAY	10/25/2016	TRANSFER	10/31/2016	SCAN NO CHIP	SWEEP
1462	DOG	MALTESE	MAR	2017	6502	1	STRAY	3/15/2017	ADOPTION	3/20/2017	SCAN NO CHIP	OVER THE COUNTER
1463	DOG	GERM SHEPHERD	FEB	2017	11300	8	OWNER SURRENDER	2/6/2017	EUTHANIZED	2/7/2017	SCAN CHIP	OVER THE COUNTER
1464	DOG	LABRADOR RETR	JUN	2017	12301	7	STRAY	6/26/2017	EUTHANIZED	6/30/2017	SCAN NO CHIP	FIELD
1465	LIVESTOCK	PIG	JUL	2017	9000	7	STRAY	7/7/2017	RETURNED TO OWNER	7/7/2017	SCAN NO CHIP	FIELD
1466	CAT	DOMESTIC SH	DEC	2016	5300	1	STRAY	12/15/2016	ADOPTION	12/27/2016	SCAN CHIP	OVER THE COUNTER
1467	DOG	POODLE MIN	OCT	2016	11103	3	STRAY	10/6/2016	ADOPTION	10/12/2016	SCAN NO CHIP	FIELD
1468	CAT	DOMESTIC SH	JUL	2017	9304	8	STRAY	7/21/2017	ADOPTION	8/1/2017	SCAN NO CHIP	OVER THE COUNTER
1469	DOG	GERM SHEPHERD	JUN	2017	20500	6	OWNER SURRENDER	6/14/2017	TRANSFER	6/21/2017	SCAN CHIP	OVER THE COUNTER
1470	CAT	DOMESTIC SH	MAR	2017	31709	12	FOSTER	3/27/2017	TRANSFER	3/27/2017	SCAN NO CHIP	OVER THE COUNTER
1471	CAT	DOMESTIC SH	JUN	2017	9802	6	STRAY	6/25/2017	EUTHANIZED	6/25/2017	UNABLE TO SCAN	OVER THE COUNTER
1472	CAT	DOMESTIC SH	MAY	2017	13010	10	STRAY	5/18/2017	EUTHANIZED	5/18/2017	SCAN NO CHIP	FIELD
1473	DOG	PIT BULL	MAY	2017	4000	7	OWNER SURRENDER	5/11/2017	ADOPTION	5/15/2017	SCAN NO CHIP	SWEEP
1474	DOG	PIT BULL	FEB	2017	8704	4	STRAY	2/5/2017	EUTHANIZED	3/9/2017	SCAN NO CHIP	FIELD
1475	DOG	LABRADOR RETR	MAR	2017	7102	2	OWNER SURRENDER	3/21/2017	ADOPTION	3/26/2017	SCAN NO CHIP	FIELD
1476	CAT	DOMESTIC SH	MAR	2017	9000	5	STRAY	3/29/2017	TRANSFER	4/3/2017	SCAN CHIP	FIELD
1477	DOG	ALASKAN HUSKY	MAR	2017	11103	3	OWNER SURRENDER	3/30/2017	ADOPTION	4/16/2017	SCAN NO CHIP	OVER THE COUNTER
1478	DOG	PIT BULL	MAR	2017	1504	2	STRAY	3/3/2017	ADOPTION	3/14/2017	SCAN CHIP	FIELD
1479	DOG	GERM SHEPHERD	MAY	2017	12000	5	OWNER SURRENDER	5/19/2017	ADOPTION	5/28/2017	SCAN NO CHIP	FIELD
1480	DOG	PIT BULL	JUN	2017	8701	4	STRAY	6/25/2017	DIED	6/29/2017	SCAN NO CHIP	FIELD
1481	DOG	MASTIFF	NOV	2016	10602	6	OWNER SURRENDER	11/7/2016	ADOPTION	11/25/2016	SCAN CHIP	OVER THE COUNTER
1482	DOG	SCHNAUZER MIN	JUL	2017	20500	6	STRAY	7/27/2017	TRANSFER	7/31/2017	SCAN NO CHIP	OVER THE COUNTER
1483	DOG	AUST CATTLE DOG	NOV	2016	17102	8	STRAY	11/2/2016	RETURNED TO OWNER	11/2/2016	SCAN NO CHIP	SWEEP
1484	DOG	PIT BULL	MAY	2017	9301	5	STRAY	5/10/2017	ADOPTION	5/20/2017	SCAN CHIP	OVER THE COUNTER
1485	DOG	LABRADOR RETR	FEB	2017	3902	7	OWNER SURRENDER	2/8/2017	EUTHANIZED	2/8/2017	SCAN NO CHIP	FIELD
1486	CAT	DOMESTIC SH	NOV	2016	406	2	STRAY	11/14/2016	EUTHANIZED	11/14/2016	SCAN NO CHIP	FIELD
1487	DOG	CHIHUAHUA SH	JUN	2017	8400	7	OWNER SURRENDER	6/21/2017	EUTHANIZED	6/22/2017	SCAN NO CHIP	OVER THE COUNTER
1488	DOG	ROTTWEILER	MAY	2017	9104	5	CONFISCATED	5/26/2017	EUTHANIZED	6/5/2017	SCAN NO CHIP	FIELD
1489	DOG	SCHNAUZER MIN	JUL	2017	11500	5	STRAY	7/5/2017	TRANSFER	7/9/2017	SCAN NO CHIP	FIELD
1490	DOG	LABRADOR RETR	MAR	2017	16520	3	STRAY	3/8/2017	RETURNED TO OWNER	3/8/2017	SCAN CHIP	OVER THE COUNTER
1491	DOG	LABRADOR RETR	AUG	2017	9000	7	STRAY	8/25/2017	RETURNED TO OWNER	8/28/2017	SCAN NO CHIP	FIELD
1492	DOG	PIT BULL	JAN	2017	16510	3	STRAY	1/12/2017	ADOPTION	1/23/2017	SCAN NO CHIP	FIELD
