city,highway,emissions,displacement,year,make,model,powertrain,category,subcategory
19.3663,26,404,3.5,2020,Acura,MDX AWD,Gasoline,SUV/Van,Small Sport Utility Vehicle 4WD
19.22,24.6935,415,3.5,2020,Acura,MDX AWD A-SPEC,Gasoline,SUV/Van,Small Sport Utility Vehicle 4WD
20,27,387,3.5,2020,Acura,MDX FWD,Gasoline,SUV/Van,Small Sport Utility Vehicle 2WD
26,27.1955,333,3,2020,Acura,MDX Hybrid AWD,Hybrid,SUV/Van,Small Sport Utility Vehicle 4WD
21.3942,27.4851,385,2,2020,Acura,RDX AWD,Gasoline,SUV/Van,Small Sport Utility Vehicle 4WD
20.9627,25.9065,385,2,2020,Acura,RDX AWD A-SPEC,Gasoline,SUV/Van,Small Sport Utility Vehicle 4WD
22.2521,28.2546,370,2,2020,Acura,RDX FWD,Gasoline,SUV/Van,Small Sport Utility Vehicle 2WD
21.5376,26.8377,374,2,2020,Acura,RDX FWD A-SPEC,Gasoline,SUV/Van,Small Sport Utility Vehicle 2WD
19.8767,29.1471,383,3.5,2020,Acura,RLX,Gasoline,Car,Midsize Cars
28,29.2106,316,3.5,2020,Acura,RLX Hybrid,Hybrid,Car,Midsize Cars
19.7418,28.9902,384,3.5,2020,Acura,TLX AWD,Gasoline,Car,Compact Cars
19.585,28.7014,387,3.5,2020,Acura,TLX AWD A-SPEC,Gasoline,Car,Compact Cars
23.421,33.1566,330,2.4,2020,Acura,TLX FWD,Gasoline,Car,Compact Cars
19.8788,31.2431,374,3.5,2020,Acura,TLX FWD,Gasoline,Car,Compact Cars
23.068,31.8845,336,2.4,2020,Acura,TLX FWD A-SPEC,Gasoline,Car,Compact Cars
19.6583,30.1602,382,3.5,2020,Acura,TLX FWD A-SPEC,Gasoline,Car,Compact Cars
24.2492,34.3275,317,1.8,2020,Alfa Romeo,4C,Gasoline,TwoSeater,Two Seaters
23.5969,32.63,330,2,2020,Alfa Romeo,Giulia,Gasoline,Car,Midsize Cars
17.45,25.4128,436,2.9,2020,Alfa Romeo,Giulia,Gasoline,Car,Midsize Cars
22.5005,30.6012,348,2,2020,Alfa Romeo,Giulia AWD,Gasoline,Car,Midsize Cars
22,29.1922,359,2,2020,Alfa Romeo,Stelvio,Gasoline,SUV/Van,Small Sport Utility Vehicle 2WD
16.9285,22.7798,463,2.9,2020,Alfa Romeo,Stelvio AWD,Gasoline,SUV/Van,Small Sport Utility Vehicle 4WD
21.8596,28.4782,364,2,2020,Alfa Romeo,Stelvio AWD,Gasoline,SUV/Van,Small Sport Utility Vehicle 4WD
15.2211,22.1756,497,5.2,2020,Aston Martin,DB11 V12,Gasoline,Small Car,Minicompact Cars
18.1323,24.1217,431,4,2020,Aston Martin,DB11 V8,Gasoline,Small Car,Minicompact Cars
14.3728,22.0071,522,5.2,2020,Aston Martin,DBS,Gasoline,Small Car,Minicompact Cars
17.9972,24.4274,435,4,2020,Aston Martin,Vantage V8,Gasoline,TwoSeater,Two Seaters
26.6201,36.0744,293,2,2020,Audi,A3,Gasoline,Small Car,Subcompact Cars
21.8953,29.5104,359,2,2020,Audi,A3 Cabriolet quattro,Gasoline,Small Car,Subcompact Cars
21.8953,29.5104,359,2,2020,Audi,A3 quattro,Gasoline,Small Car,Subcompact Cars
24.0885,31.7289,329,2,2020,Audi,A6 quattro,Hybrid,Car,Midsize Cars
19.15,27.3058,399,2,2020,Audi,Q3 quattro,Gasoline,SUV/Van,Small Sport Utility Vehicle 4WD
21.9096,27.9866,364,2,2020,Audi,Q5,Gasoline,SUV/Van,Small Sport Utility Vehicle 4WD
13.469,20.4562,556,5.2,2020,Audi,R8 AWD,Gasoline,TwoSeater,Two Seaters
13.469,20.4562,556,5.2,2020,Audi,R8 Spyder AWD,Gasoline,TwoSeater,Two Seaters
21.8934,29.2622,358,2,2020,Audi,S3,Gasoline,Small Car,Subcompact Cars
22.9796,30.9611,340,2,2020,Audi,TT Coupe quattro,Gasoline,Small Car,Subcompact Cars
22.9796,30.9611,340,2,2020,Audi,TT Roadster quattro,Gasoline,TwoSeater,Two Seaters
22.706,28.6469,354,2,2020,Audi,TTS Coupe,Gasoline,Small Car,Subcompact Cars
14.3579,23.23,508,4,2020,Bentley,Bentayga,Gasoline,SUV/Van,Standard Sport Utility Vehicle 4WD
15.5755,25.8394,469,4,2020,Bentley,Continental GT,Gasoline,Small Car,Subcompact Cars
15.5755,25.8394,469,4,2020,Bentley,Continental GT Convertible,Gasoline,Small Car,Minicompact Cars
23.1552,34.129,327,2,2020,BMW,230i Convertible,Gasoline,Small Car,Subcompact Cars
24.3964,31.8706,324,2,2020,BMW,230i Coupe,Gasoline,Small Car,Subcompact Cars
21.0281,32.232,356,2,2020,BMW,230i Coupe,Gasoline,Small Car,Subcompact Cars
20.9083,30.6152,361,2,2020,BMW,230i xDrive Convertible,Gasoline,Small Car,Subcompact Cars
20.9083,30.6152,361,2,2020,BMW,230i xDrive Coupe,Gasoline,Small Car,Subcompact Cars
26.0923,35.5251,299,2,2020,BMW,330i,Gasoline,Car,Compact Cars
24.7368,34.2453,313,2,2020,BMW,330i xDrive,Gasoline,Car,Compact Cars
23.1552,34.129,327,2,2020,BMW,430i Convertible,Gasoline,Small Car,Subcompact Cars
23.1552,34.129,327,2,2020,BMW,430i Coupe,Gasoline,Car,Compact Cars
21.1794,33.2798,351,2,2020,BMW,430i Coupe,Gasoline,Car,Compact Cars
23.1552,34.129,327,2,2020,BMW,430i Gran Coupe,Gasoline,Car,Compact Cars
22.0768,32.179,344,2,2020,BMW,430i xDrive Convertible,Gasoline,Small Car,Subcompact Cars
20.9083,30.6152,361,2,2020,BMW,430i xDrive Coupe,Gasoline,Car,Compact Cars
20.9083,30.6152,361,2,2020,BMW,430i xDrive Gran Coupe,Gasoline,Car,Compact Cars
21.5663,29.3784,361,3,2020,BMW,440i Convertible,Gasoline,Small Car,Subcompact Cars
22.0893,29.7584,353,3,2020,BMW,440i Coupe,Gasoline,Car,Compact Cars
18.5683,27.1759,408,3,2020,BMW,440i Coupe,Gasoline,Car,Compact Cars
22.0893,29.7584,353,3,2020,BMW,440i Gran Coupe,Gasoline,Car,Compact Cars
19.5279,27.669,394,3,2020,BMW,440i xDrive Convertible,Gasoline,Small Car,Subcompact Cars
21.7174,30.1495,356,3,2020,BMW,440i xDrive Coupe,Gasoline,Car,Compact Cars
18.117,27.6475,412,3,2020,BMW,440i xDrive Coupe,Gasoline,Car,Compact Cars
21.7174,30.1495,356,3,2020,BMW,440i xDrive Gran Coupe,Gasoline,Car,Compact Cars
24.7865,30.5383,170,2,2020,BMW,530e,Plug-in Hybrid,Car,Compact Cars
22.8497,29.2106,193,2,2020,BMW,530e xDrive,Plug-in Hybrid,Car,Compact Cars
25.0604,32.7052,316,2,2020,BMW,530i,Gasoline,Car,Midsize Cars
23.6661,31.4118,332,2,2020,BMW,530i xDrive,Gasoline,Car,Midsize Cars
22.3233,30.4494,350,3,2020,BMW,540i,Gasoline,Car,Midsize Cars
21.803,29.0602,359,3,2020,BMW,540i xDrive,Gasoline,Car,Midsize Cars
21.5663,29.3784,361,3,2020,BMW,740i,Gasoline,Car,Large Cars
19.5279,27.669,394,3,2020,BMW,740i xDrive,Gasoline,Car,Large Cars
19.2824,25.9409,245,3,2020,BMW,745e xDrive,Plug-in Hybrid,Car,Large Cars
16.8538,24.5623,449,4.4,2020,BMW,750i xDrive,Gasoline,Car,Large Cars
21.6922,29.022,361,3,2020,BMW,840i Convertible,Gasoline,Small Car,Subcompact Cars
22.7495,29.8444,347,3,2020,BMW,840i Coupe,Gasoline,Small Car,Subcompact Cars
21.6922,29.022,361,3,2020,BMW,840i Gran Coupe,Gasoline,Car,Midsize Cars
20.3053,26.5175,388,3,2020,BMW,840i xDrive Convertible,Gasoline,Small Car,Subcompact Cars
20.8185,26.9699,380,3,2020,BMW,840i xDrive Coupe,Gasoline,Small Car,Subcompact Cars
20.3053,26.5175,388,3,2020,BMW,840i xDrive Gran Coupe,Gasoline,Car,Midsize Cars
16.8285,24.5099,450,4.4,2020,BMW,Alpina B7,Gasoline,Car,Large Cars
17.5562,24.6374,440,3,2020,BMW,M2 Competition Coupe,Gasoline,Small Car,Subcompact Cars
16.5137,22.6777,471,3,2020,BMW,M2 Competition Coupe,Gasoline,Small Car,Subcompact Cars
22.0893,29.7584,353,3,2020,BMW,M240i Convertible,Gasoline,Small Car,Subcompact Cars
18.5683,27.1759,408,3,2020,BMW,M240i Convertible,Gasoline,Small Car,Subcompact Cars
22.0893,29.7584,353,3,2020,BMW,M240i Coupe,Gasoline,Small Car,Subcompact Cars
18.5683,27.1759,408,3,2020,BMW,M240i Coupe,Gasoline,Small Car,Subcompact Cars
22.0893,29.7584,353,3,2020,BMW,M240i Coupe M Performance,Gasoline,Small Car,Subcompact Cars
18.5683,27.1759,408,3,2020,BMW,M240i Coupe M Performance,Gasoline,Small Car,Subcompact Cars
21.7174,30.1495,356,3,2020,BMW,M240i xDrive Convertible,Gasoline,Small Car,Subcompact Cars
21.7174,30.1495,356,3,2020,BMW,M240i xDrive Coupe,Gasoline,Small Car,Subcompact Cars
21.7174,30.1495,356,3,2020,BMW,M240i xDrive Coupe M Performance,Gasoline,Small Car,Subcompact Cars
22.0893,29.7584,353,3,2020,BMW,M340i,Gasoline,Car,Compact Cars
21.7174,30.1495,356,3,2020,BMW,M340i xDrive,Gasoline,Car,Compact Cars
16.994,24.9135,450,3,2020,BMW,M4 Convertible,Gasoline,Small Car,Subcompact Cars
16.2127,22.3629,481,3,2020,BMW,M4 Convertible,Gasoline,Small Car,Subcompact Cars
16.994,24.9135,450,3,2020,BMW,M4 Convertible Competition,Gasoline,Small Car,Subcompact Cars
16.2127,22.3629,481,3,2020,BMW,M4 Convertible Competition,Gasoline,Small Car,Subcompact Cars
17.5562,24.6374,440,3,2020,BMW,M4 Coupe,Gasoline,Car,Compact Cars
16.5137,22.6777,471,3,2020,BMW,M4 Coupe,Gasoline,Car,Compact Cars
17.5562,24.6374,440,3,2020,BMW,M4 Coupe Competition,Gasoline,Car,Compact Cars
16.5137,22.6777,471,3,2020,BMW,M4 Coupe Competition,Gasoline,Car,Compact Cars
16.5137,22.6777,471,3,2020,BMW,M4 CS,Gasoline,Car,Compact Cars
14.6505,21.4423,518,4.4,2020,BMW,M5,Gasoline,Car,Midsize Cars
14.6505,21.4423,518,4.4,2020,BMW,M5 Competition,Gasoline,Car,Midsize Cars
17.5175,25.3886,435,4.4,2020,BMW,M550i xDrive,Gasoline,Car,Midsize Cars
13.2097,19.7595,570,6.6,2020,BMW,M760i xDrive,Gasoline,Car,Large Cars
14.6505,21.4423,518,4.4,2020,BMW,M8 Competition Convertible,Gasoline,Small Car,Subcompact Cars
14.6505,21.4423,518,4.4,2020,BMW,M8 Competition Coupe,Gasoline,Small Car,Subcompact Cars
14.6505,21.4423,518,4.4,2020,BMW,M8 Convertible,Gasoline,Small Car,Subcompact Cars
14.6505,21.4423,518,4.4,2020,BMW,M8 Coupe,Gasoline,Small Car,Subcompact Cars
14.6505,21.4423,518,4.4,2020,BMW,M8 Gran Coupe,Gasoline,Car,Midsize Cars
16.8285,24.5099,450,4.4,2020,BMW,M850i xDrive Convertible,Gasoline,Small Car,Subcompact Cars
17.5175,25.3886,435,4.4,2020,BMW,M850i xDrive Coupe,Gasoline,Small Car,Subcompact Cars
16.8285,24.5099,450,4.4,2020,BMW,M850i xDrive Gran Coupe,Gasoline,Car,Midsize Cars
23.967,32.5109,327,2,2020,BMW,X1 sDrive28i,Gasoline,Car,Large Cars
22.8619,30.5553,342,2,2020,BMW,X1 xDrive28i,Gasoline,Car,Large Cars
23.4744,30.3404,338,2,2020,BMW,X2 M35i,Gasoline,Car,Midsize Cars
23.7464,31.7027,330,2,2020,BMW,X2 sDrive28i,Gasoline,Car,Midsize Cars
23.7985,31.0512,332,2,2020,BMW,X2 xDrive28i,Gasoline,Car,Midsize Cars
14.1745,19.4938,546,3,2020,BMW,X3 M,Gasoline,SUV/Van,Small Sport Utility Vehicle 4WD
14.1745,19.4938,546,3,2020,BMW,X3 M Competition,Gasoline,SUV/Van,Small Sport Utility Vehicle 4WD
20.7457,26.9818,379,3,2020,BMW,X3 M40i,Gasoline,SUV/Van,Small Sport Utility Vehicle 4WD
24.7198,29.256,332,2,2020,BMW,X3 sDrive30i,Gasoline,SUV/Van,Small Sport Utility Vehicle 2WD
23.5799,28.7445,345,2,2020,BMW,X3 xDrive30i,Gasoline,SUV/Van,Small Sport Utility Vehicle 4WD
14.1745,19.4938,546,3,2020,BMW,X4 M,Gasoline,SUV/Van,Small Sport Utility Vehicle 4WD
14.1745,19.4938,546,3,2020,BMW,X4 M Competition,Gasoline,SUV/Van,Small Sport Utility Vehicle 4WD
20.7457,26.9818,379,3,2020,BMW,X4 M40i,Gasoline,SUV/Van,Small Sport Utility Vehicle 4WD
22.7466,28.3556,356,2,2020,BMW,X4 xDrive30i,Gasoline,SUV/Van,Small Sport Utility Vehicle 4WD
16.0293,21.5916,487,4.4,2020,BMW,X5 M50i,Gasoline,SUV/Van,Standard Sport Utility Vehicle 4WD
20.5856,25.6345,390,3,2020,BMW,X5 sDrive40i,Gasoline,SUV/Van,Standard Sport Utility Vehicle 2WD
20.0301,25.8247,396,3,2020,BMW,X5 xDrive40i,Gasoline,SUV/Van,Standard Sport Utility Vehicle 4WD
16.0293,21.5916,487,4.4,2020,BMW,X5 xDrive50i,Gasoline,SUV/Van,Standard Sport Utility Vehicle 4WD
16.0293,21.5916,487,4.4,2020,BMW,X6 M50i,Gasoline,SUV/Van,Standard Sport Utility Vehicle 4WD
20.5856,25.6345,390,3,2020,BMW,X6 sDrive40i,Gasoline,SUV/Van,Standard Sport Utility Vehicle 2WD
20.0301,25.8247,396,3,2020,BMW,X6 xDrive40i,Gasoline,SUV/Van,Standard Sport Utility Vehicle 4WD
15.2095,20.6738,511,4.4,2020,BMW,X7 M50i,Gasoline,SUV/Van,Standard Sport Utility Vehicle 4WD
19.6583,25.0863,409,3,2020,BMW,X7 xDrive40i,Gasoline,SUV/Van,Standard Sport Utility Vehicle 4WD
15.2095,20.6738,511,4.4,2020,BMW,X7 xDrive50i,Gasoline,SUV/Van,Standard Sport Utility Vehicle 4WD
23.7377,30.6012,334,3,2020,BMW,Z4 M40i,Gasoline,TwoSeater,Two Seaters
24.3964,31.8706,324,2,2020,BMW,Z4 sDrive30i,Gasoline,TwoSeater,Two Seaters
17.3841,24.5615,443,3.6,2020,Buick,Enclave AWD,Gasoline,SUV/Van,Standard Sport Utility Vehicle 4WD
18.0431,26,420,3.6,2020,Buick,Enclave FWD,Gasoline,SUV/Van,Standard Sport Utility Vehicle 2WD
23.5971,29.3594,344,1.4,2020,Buick,Encore AWD,Gasoline,SUV/Van,Small Sport Utility Vehicle 4WD
24.9259,30.0071,329,1.4,2020,Buick,Encore FWD,Gasoline,SUV/Van,Small Sport Utility Vehicle 2WD
21.2505,27.3565,377,2.5,2020,Buick,Envision AWD,Gasoline,SUV/Van,Small Sport Utility Vehicle 4WD
20.1581,24.9644,402,2,2020,Buick,Envision AWD,Gasoline,SUV/Van,Small Sport Utility Vehicle 4WD
22.0382,28.9871,359,2.5,2020,Buick,Envision FWD,Gasoline,SUV/Van,Small Sport Utility Vehicle 2WD
22.4579,31.9039,343,2,2020,Buick,Regal,Gasoline,Car,Midsize Cars
21.3942,29.401,365,2,2020,Buick,Regal AWD,Gasoline,Car,Midsize Cars
18.7801,26.5822,411,3.6,2020,Buick,Regal AWD,Gasoline,Car,Midsize Cars
21.3942,29.401,365,2,2020,Buick,Regal TourX AWD,Gasoline,Wagon,Small Station Wagons
73.15,71.26,0,NA,2020,BYD,e6,EV,SUV/Van,Small Sport Utility Vehicle 2WD
18.1116,26.7093,420,3.6,2020,Cadillac,CT6 AWD,Gasoline,Car,Large Cars
14.3609,22.5804,517,6.2,2020,Cadillac,Escalade 2WD,Gasoline,SUV/Van,Standard Sport Utility Vehicle 2WD
14.0581,21.1768,537,6.2,2020,Cadillac,Escalade 4WD,Gasoline,SUV/Van,Standard Sport Utility Vehicle 4WD
21.5281,28.7586,366,2,2020,Cadillac,XT4 AWD,Gasoline,SUV/Van,Small Sport Utility Vehicle 4WD
24.0184,30.2863,336,2,2020,Cadillac,XT4 FWD,Gasoline,SUV/Van,Small Sport Utility Vehicle 2WD
17.5986,25.1517,434,3.6,2020,Cadillac,XT5 AWD,Gasoline,SUV/Van,Small Sport Utility Vehicle 4WD
18.117,26.3231,420,3.6,2020,Cadillac,XT5 FWD,Gasoline,SUV/Van,Small Sport Utility Vehicle 2WD
17.45,24.3654,446,3.6,2020,Cadillac,XT6 AWD,Gasoline,SUV/Van,Small Sport Utility Vehicle 4WD
17.5243,25.3476,437,3.6,2020,Cadillac,XT6 FWD,Gasoline,SUV/Van,Small Sport Utility Vehicle 2WD
